Age,Gender_Male,Gender_Female,Edu_Level,Field_IT,Field_Business,Field_Engineering,Field_Vocational,Field_Arts,Field_Science,Field_General,Skill_Analytical,Skill_Resilience,Skill_Leadership,Skill_Creative,Skill_Motivation,Skill_Tech_Literacy,Skill_Empathy,Skill_Curiosity,Target_Employed
24,1,0,3,0,0,0,0,0,1,0,3,3,5,3,2,3,4,2,1
23,1,0,1,0,0,0,0,0,1,0,1,1,5,5,4,1,1,1,0
23,0,1,1,0,1,0,0,0,0,0,1,3,2,2,4,3,1,1,0
23,1,0,5,0,0,0,0,0,1,0,5,5,4,1,4,3,2,1,1
20,1,0,6,0,0,0,0,1,0,0,3,1,5,4,5,2,5,1,0
23,1,0,3,0,0,0,0,1,0,0,5,1,2,5,4,4,4,5,1
25,0,1,4,0,0,1,0,0,0,0,5,5,1,2,4,1,4,1,1
28,1,0,3,0,0,0,0,0,1,0,5,4,5,4,3,1,3,1,0
28,0,1,5,1,0,0,0,0,0,0,2,4,2,2,1,3,5,1,0
19,0,1,1,1,0,0,0,0,0,0,5,2,5,3,1,3,3,1,0
22,0,1,5,0,0,1,0,0,0,0,3,4,4,4,5,3,1,1,1
18,0,1,2,0,0,1,0,0,0,0,5,1,4,3,1,1,2,2,0
29,1,0,2,0,0,1,0,0,0,0,2,3,4,4,4,3,3,2,0
18,1,0,4,1,0,0,0,0,0,0,1,5,5,1,2,1,1,5,0
22,1,0,5,0,0,0,0,1,0,0,2,3,5,3,2,1,4,4,0
29,0,1,4,0,0,1,0,0,0,0,2,4,3,4,2,2,3,4,0
20,0,1,4,0,1,0,0,0,0,0,4,1,5,2,1,2,1,5,0
21,0,1,2,0,0,0,0,0,0,1,1,2,4,2,3,3,3,3,0
20,1,0,4,0,0,1,0,0,0,0,5,4,4,2,1,2,2,2,0
18,0,1,2,0,0,0,0,0,0,1,2,4,1,2,4,2,3,2,1
18,1,0,1,0,0,0,1,0,0,0,2,5,3,1,2,1,3,2,0
29,1,0,5,0,0,1,0,0,0,0,5,4,5,5,4,4,4,2,1
29,0,1,4,1,0,0,0,0,0,0,1,1,4,5,3,4,5,5,1
22,1,0,2,0,0,0,0,0,1,0,2,2,1,1,3,3,3,3,0
23,1,0,3,0,0,1,0,0,0,0,5,5,1,2,2,4,5,3,1
20,1,0,4,0,0,0,0,0,1,0,3,4,2,3,2,4,2,2,1
29,1,0,6,0,0,0,1,0,0,0,2,3,1,5,2,2,2,1,0
26,0,1,1,0,1,0,0,0,0,0,4,3,1,2,1,1,1,4,0
22,0,1,1,0,0,0,0,0,1,0,5,3,4,4,5,4,1,1,0
25,1,0,3,0,0,0,0,0,0,1,2,4,2,3,1,3,5,1,0
18,1,0,2,0,0,0,0,1,0,0,3,5,3,5,5,1,2,5,1
22,0,1,4,0,0,1,0,0,0,0,5,1,2,4,4,2,3,1,0
20,1,0,2,0,0,0,1,0,0,0,2,4,5,4,5,1,5,2,1
29,1,0,1,0,0,0,1,0,0,0,5,3,2,1,2,3,1,4,0
18,1,0,2,0,0,0,0,0,1,0,3,1,5,2,1,2,5,1,1
21,0,1,1,0,1,0,0,0,0,0,4,3,1,5,1,2,1,4,0
22,1,0,2,1,0,0,0,0,0,0,1,3,1,2,1,4,5,1,0
24,1,0,3,0,0,1,0,0,0,0,1,3,4,5,2,1,5,2,0
18,0,1,5,0,0,0,1,0,0,0,4,4,5,2,4,5,4,4,1
20,0,1,3,0,1,0,0,0,0,0,4,3,2,5,5,2,2,2,0
19,1,0,3,0,0,0,0,1,0,0,2,1,5,1,4,4,5,4,1
26,0,1,5,0,0,0,1,0,0,0,2,1,2,4,1,2,5,2,0
27,1,0,5,0,1,0,0,0,0,0,4,1,5,1,5,1,4,5,0
23,1,0,4,1,0,0,0,0,0,0,3,1,1,2,5,3,4,2,0
27,0,1,4,1,0,0,0,0,0,0,3,5,3,1,1,2,5,5,0
20,1,0,3,0,0,0,1,0,0,0,3,2,5,1,3,4,1,2,0
25,0,1,3,0,0,0,0,0,0,1,5,1,4,4,2,1,3,1,1
25,1,0,1,0,0,0,1,0,0,0,4,2,2,3,2,2,2,2,0
19,0,1,1,0,0,0,0,0,1,0,2,4,1,5,2,5,5,4,0
23,1,0,4,0,0,1,0,0,0,0,2,5,2,3,3,3,5,3,0
24,0,1,6,0,1,0,0,0,0,0,4,4,5,2,1,2,2,2,0
19,0,1,6,0,0,0,1,0,0,0,2,1,3,2,4,5,5,4,1
28,1,0,4,0,0,1,0,0,0,0,2,1,3,5,3,1,5,3,1
27,0,1,1,0,0,0,0,0,1,0,1,3,2,1,3,2,2,1,0
19,1,0,1,0,0,1,0,0,0,0,4,5,1,2,2,1,4,5,0
27,0,1,6,0,0,0,1,0,0,0,3,1,5,5,2,3,1,2,1
18,1,0,2,1,0,0,0,0,0,0,2,4,5,1,1,1,2,4,0
25,0,1,2,0,1,0,0,0,0,0,3,2,3,4,5,1,3,2,0
18,1,0,1,0,1,0,0,0,0,0,3,5,1,3,5,2,4,2,1
26,0,1,2,1,0,0,0,0,0,0,1,2,2,2,2,1,5,3,0
28,0,1,5,0,0,0,0,0,0,1,4,3,3,4,1,4,1,3,1
23,0,1,4,0,0,0,1,0,0,0,1,5,4,5,3,4,3,5,0
24,0,1,4,0,1,0,0,0,0,0,3,4,4,3,4,4,3,5,1
27,1,0,1,0,0,0,1,0,0,0,4,4,4,4,3,5,5,1,1
24,0,1,3,0,0,0,0,0,1,0,4,4,1,5,2,2,5,4,1
27,1,0,6,0,0,0,1,0,0,0,2,3,3,1,5,5,2,4,1
20,0,1,1,0,0,1,0,0,0,0,5,2,2,5,2,1,1,5,0
19,0,1,2,1,0,0,0,0,0,0,4,1,1,5,3,2,1,3,0
26,1,0,6,0,0,0,0,0,0,1,4,3,5,4,4,3,5,1,1
25,1,0,3,0,0,0,1,0,0,0,3,1,3,1,3,4,2,4,0
29,0,1,2,0,0,0,0,0,0,1,1,5,4,2,1,4,3,5,0
27,0,1,5,0,0,0,0,0,0,1,1,4,1,3,2,4,1,1,0
24,0,1,2,0,0,0,0,0,1,0,1,2,1,5,5,1,5,4,0
26,1,0,5,0,0,0,0,1,0,0,5,1,3,4,2,1,2,3,0
21,1,0,6,1,0,0,0,0,0,0,2,1,1,3,1,3,3,1,1
21,0,1,5,0,0,0,0,0,0,1,5,3,1,5,3,5,4,4,1
18,1,0,6,0,1,0,0,0,0,0,5,3,1,2,1,2,2,3,0
25,1,0,6,0,0,1,0,0,0,0,5,1,5,4,3,3,4,1,1
29,1,0,6,0,1,0,0,0,0,0,4,1,2,3,1,5,5,3,1
20,1,0,6,0,0,0,0,0,1,0,4,4,1,4,3,1,2,4,0
24,0,1,6,0,0,0,0,0,1,0,4,1,5,4,3,4,2,4,1
29,0,1,2,0,1,0,0,0,0,0,5,4,1,4,5,1,3,1,1
19,0,1,6,1,0,0,0,0,0,0,2,1,3,4,1,1,1,1,0
19,0,1,2,0,1,0,0,0,0,0,3,5,5,1,3,3,1,2,0
24,1,0,6,0,0,0,1,0,0,0,1,2,1,2,2,1,2,4,0
23,1,0,5,0,1,0,0,0,0,0,5,3,2,2,3,2,3,1,0
20,0,1,6,0,0,1,0,0,0,0,4,4,5,2,5,1,4,1,1
26,0,1,3,0,0,1,0,0,0,0,1,2,1,4,5,4,2,4,0
27,0,1,6,0,0,0,0,1,0,0,3,5,3,3,2,1,3,4,0
23,1,0,6,0,0,1,0,0,0,0,1,4,4,1,1,4,2,5,1
27,0,1,5,0,1,0,0,0,0,0,5,2,1,4,5,4,2,4,1
27,1,0,4,0,0,1,0,0,0,0,2,1,2,2,5,4,5,3,1
23,0,1,5,1,0,0,0,0,0,0,2,3,5,4,5,4,4,1,1
18,0,1,3,0,0,0,0,0,0,1,2,5,4,5,5,4,3,2,1
21,1,0,4,0,0,1,0,0,0,0,2,1,1,1,2,3,2,2,0
27,1,0,1,0,0,0,1,0,0,0,2,2,3,1,5,1,1,5,0
23,0,1,1,1,0,0,0,0,0,0,2,3,3,1,5,4,2,1,0
23,1,0,3,0,0,0,0,1,0,0,3,5,5,1,4,3,1,4,1
28,1,0,5,0,0,0,1,0,0,0,5,2,3,3,4,1,5,4,0
29,1,0,2,0,1,0,0,0,0,0,2,2,2,4,5,3,1,3,0
22,0,1,3,0,0,0,0,0,0,1,5,3,4,2,5,5,3,4,1
18,1,0,4,0,1,0,0,0,0,0,3,3,5,3,2,3,2,5,0
25,1,0,4,0,0,0,0,0,0,1,4,2,4,4,2,5,1,4,1
22,1,0,6,0,0,0,0,0,0,1,4,5,5,3,5,4,2,1,1
29,0,1,1,0,1,0,0,0,0,0,3,2,1,1,1,2,3,3,0
29,0,1,4,0,0,0,1,0,0,0,1,2,1,5,3,4,1,5,0
29,0,1,3,0,0,0,1,0,0,0,3,2,3,2,2,1,1,3,0
22,1,0,4,0,0,0,0,0,0,1,5,3,4,2,2,1,5,1,1
24,0,1,3,0,0,0,1,0,0,0,4,3,3,5,1,1,4,3,0
21,1,0,2,0,0,0,0,0,0,1,1,5,3,4,5,2,4,5,1
23,1,0,6,0,0,0,0,0,0,1,1,2,4,1,2,3,1,5,0
21,0,1,1,1,0,0,0,0,0,0,4,2,1,3,4,4,1,3,0
20,1,0,4,0,0,0,0,0,1,0,2,1,2,4,2,3,5,3,0
24,0,1,3,1,0,0,0,0,0,0,2,1,4,5,1,1,3,2,0
25,1,0,5,0,1,0,0,0,0,0,3,2,3,1,4,2,5,5,0
21,0,1,1,0,0,0,0,0,1,0,1,3,3,1,5,5,3,2,0
19,1,0,2,0,0,1,0,0,0,0,4,2,5,2,4,2,2,2,0
29,1,0,3,0,1,0,0,0,0,0,2,1,5,4,5,1,1,1,0
27,1,0,6,0,0,0,0,1,0,0,1,2,5,3,4,1,5,1,0
20,1,0,6,1,0,0,0,0,0,0,1,1,1,1,4,5,1,1,0
18,1,0,2,0,0,0,1,0,0,0,1,1,2,2,3,1,3,4,0
25,1,0,2,1,0,0,0,0,0,0,3,5,2,2,1,1,4,4,0
20,1,0,6,0,0,0,1,0,0,0,5,1,1,4,4,4,2,3,1
29,1,0,4,0,0,0,0,0,1,0,3,1,2,4,1,2,5,2,0
27,0,1,4,0,0,0,0,1,0,0,1,3,4,5,2,1,1,4,0
24,1,0,3,0,0,0,0,0,1,0,1,1,4,5,3,3,2,5,1
27,1,0,5,0,0,0,0,1,0,0,2,3,4,1,3,5,3,5,1
22,1,0,3,1,0,0,0,0,0,0,5,5,2,4,3,4,1,3,1
27,0,1,5,0,0,0,1,0,0,0,4,4,1,5,3,3,1,5,1
22,1,0,2,0,0,0,0,0,1,0,3,3,3,5,1,3,4,5,0
24,0,1,1,0,0,0,0,1,0,0,2,1,4,3,2,1,5,2,0
26,1,0,3,0,0,0,0,0,0,1,2,4,1,4,4,3,5,2,1
29,0,1,3,0,1,0,0,0,0,0,1,5,5,1,5,3,5,3,1
22,1,0,5,0,1,0,0,0,0,0,2,2,4,3,2,5,1,1,1
18,1,0,2,0,0,0,0,0,1,0,3,4,5,3,1,3,5,2,1
27,0,1,2,0,0,0,1,0,0,0,5,2,2,2,3,1,3,1,0
27,1,0,5,0,0,0,0,0,0,1,5,4,5,3,3,1,3,2,0
18,0,1,2,0,0,0,0,0,1,0,3,1,1,2,1,4,5,3,0
19,1,0,6,1,0,0,0,0,0,0,4,3,4,3,2,1,1,2,0
23,1,0,4,0,0,0,0,1,0,0,4,5,4,1,5,3,5,4,1
26,1,0,6,1,0,0,0,0,0,0,2,3,4,3,5,1,4,2,0
25,1,0,1,0,1,0,0,0,0,0,5,4,2,4,5,4,3,5,1
22,1,0,3,0,0,0,0,1,0,0,4,1,4,3,2,2,2,1,0
18,0,1,1,0,0,0,0,0,1,0,3,5,2,3,4,1,3,3,1
24,0,1,3,1,0,0,0,0,0,0,5,3,5,1,1,4,5,5,1
22,1,0,4,0,0,1,0,0,0,0,2,2,4,1,2,3,1,3,0
23,1,0,2,0,0,0,1,0,0,0,5,1,4,5,5,3,5,2,1
24,1,0,6,0,0,0,0,0,0,1,1,2,3,3,1,5,4,3,0
20,1,0,5,0,0,0,0,0,0,1,1,4,5,3,1,1,1,3,0
29,0,1,6,0,0,0,1,0,0,0,4,1,5,1,4,3,1,1,1
27,1,0,4,0,0,1,0,0,0,0,5,5,1,1,5,4,2,2,1
20,0,1,1,0,1,0,0,0,0,0,1,5,3,3,2,4,2,1,0
22,1,0,5,0,0,0,0,1,0,0,4,3,5,5,1,2,1,5,0
23,0,1,2,0,0,0,1,0,0,0,3,5,4,5,5,4,2,5,1
26,0,1,4,0,0,1,0,0,0,0,1,5,1,4,5,4,4,2,1
29,0,1,5,0,0,0,0,0,1,0,5,1,1,5,2,2,2,1,0
22,0,1,4,0,0,0,0,0,0,1,4,2,1,1,4,5,5,2,1
18,1,0,4,0,0,1,0,0,0,0,2,4,2,4,1,2,1,3,0
21,0,1,2,0,1,0,0,0,0,0,4,3,2,1,2,3,2,5,0
22,0,1,3,0,1,0,0,0,0,0,3,2,1,2,1,5,2,5,0
29,0,1,5,1,0,0,0,0,0,0,3,1,3,1,5,4,2,5,1
27,0,1,2,0,0,0,1,0,0,0,1,1,1,1,2,3,4,2,0
27,0,1,4,1,0,0,0,0,0,0,1,2,5,1,4,1,4,4,1
22,0,1,2,0,0,0,0,0,0,1,3,3,2,2,4,1,5,5,1
24,1,0,3,0,0,1,0,0,0,0,1,1,3,5,4,2,3,5,0
21,1,0,6,0,0,0,0,1,0,0,1,5,4,3,1,4,2,3,1
18,1,0,5,0,0,0,0,1,0,0,4,4,1,2,4,3,4,5,1
22,0,1,3,0,1,0,0,0,0,0,3,3,4,1,3,5,1,1,1
24,0,1,1,0,0,0,0,1,0,0,1,3,1,4,1,5,2,5,0
27,1,0,5,0,0,0,0,1,0,0,3,1,1,4,1,5,3,2,0
27,1,0,3,0,0,0,0,0,0,1,1,2,1,3,5,3,2,1,0
23,0,1,4,0,0,0,0,1,0,0,2,5,3,2,2,5,1,2,0
22,0,1,5,0,0,1,0,0,0,0,5,1,1,3,5,1,3,4,0
21,0,1,5,0,0,0,0,1,0,0,5,4,1,5,3,1,5,5,0
19,0,1,2,0,0,0,0,0,1,0,4,1,3,3,1,1,2,4,0
21,0,1,4,0,0,0,0,1,0,0,1,1,2,2,5,3,4,5,0
27,1,0,1,0,0,0,0,1,0,0,1,2,3,5,3,2,5,5,0
27,1,0,6,1,0,0,0,0,0,0,3,2,1,5,1,2,5,5,0
20,1,0,3,0,0,1,0,0,0,0,1,4,1,1,4,2,2,5,1
27,1,0,2,0,1,0,0,0,0,0,3,3,5,3,1,1,4,4,1
18,1,0,3,1,0,0,0,0,0,0,5,5,5,1,3,5,5,1,1
25,1,0,1,0,0,0,1,0,0,0,1,1,3,5,2,2,5,5,0
22,1,0,1,0,0,1,0,0,0,0,5,5,3,2,4,2,2,1,1
21,0,1,5,0,0,0,0,0,1,0,5,5,5,1,3,3,4,3,1
25,0,1,1,0,0,1,0,0,0,0,3,5,2,3,3,1,4,1,0
24,0,1,3,0,0,0,1,0,0,0,5,2,4,1,3,3,4,3,1
19,1,0,4,0,0,0,1,0,0,0,1,1,3,3,5,2,4,1,0
18,1,0,4,0,0,0,1,0,0,0,4,5,1,5,5,3,4,4,1
29,0,1,5,0,0,0,0,0,0,1,3,4,3,1,5,5,4,2,1
28,1,0,6,0,1,0,0,0,0,0,5,3,2,2,5,5,5,3,1
21,0,1,3,0,0,0,0,1,0,0,2,4,3,1,5,2,3,1,1
25,1,0,3,0,0,1,0,0,0,0,3,3,4,4,3,1,2,2,0
29,0,1,1,0,0,0,0,0,0,1,5,5,2,3,3,4,4,5,1
19,0,1,3,0,0,0,0,1,0,0,2,3,2,1,2,1,4,4,0
20,1,0,2,0,0,0,0,1,0,0,5,2,2,1,4,1,4,1,0
29,0,1,6,0,0,0,0,0,1,0,4,1,4,1,2,5,1,5,1
18,0,1,1,0,0,0,1,0,0,0,2,2,4,5,3,4,5,1,1
18,0,1,2,0,1,0,0,0,0,0,1,2,3,1,5,5,1,5,0
20,1,0,5,0,0,0,0,0,1,0,5,2,3,2,3,5,3,5,1
28,1,0,4,1,0,0,0,0,0,0,5,2,2,4,1,4,4,3,1
22,0,1,5,0,0,0,0,0,0,1,5,5,5,1,3,3,5,4,1
29,1,0,4,0,0,0,0,0,0,1,1,4,2,3,3,4,1,3,0
20,1,0,5,0,1,0,0,0,0,0,4,1,4,1,5,1,2,5,0
18,0,1,3,0,0,0,0,1,0,0,4,5,5,4,4,2,4,3,1
18,0,1,2,0,0,0,0,0,0,1,3,2,1,1,3,4,2,1,0
25,0,1,4,0,1,0,0,0,0,0,1,5,3,4,2,1,5,3,0
27,0,1,1,0,0,0,0,0,0,1,3,2,1,2,2,5,3,4,0
28,1,0,2,0,0,0,0,0,0,1,3,3,5,4,1,4,1,4,0
29,0,1,1,0,0,0,1,0,0,0,2,4,5,1,3,5,1,1,0
29,1,0,2,1,0,0,0,0,0,0,3,2,5,3,3,2,5,3,1
19,1,0,2,0,0,0,1,0,0,0,2,5,4,1,2,1,4,3,0
20,0,1,5,1,0,0,0,0,0,0,3,5,2,2,5,1,3,3,0
19,1,0,4,0,0,0,0,0,0,1,2,2,5,4,1,4,4,2,1
20,0,1,4,0,0,0,0,0,1,0,2,2,4,1,2,3,1,3,0
24,1,0,2,0,0,0,0,1,0,0,1,2,5,2,4,4,1,4,0
18,1,0,3,0,0,0,0,0,0,1,2,3,2,1,4,3,5,3,0
27,1,0,3,1,0,0,0,0,0,0,3,2,5,1,1,3,3,4,1
25,1,0,1,1,0,0,0,0,0,0,5,3,4,5,1,4,5,4,1
27,0,1,1,1,0,0,0,0,0,0,3,2,1,3,3,5,4,1,0
27,1,0,5,0,0,0,0,0,0,1,3,5,1,4,3,3,3,1,0
27,1,0,2,0,1,0,0,0,0,0,1,1,1,5,2,5,3,5,0
19,1,0,1,0,0,0,0,0,1,0,4,1,4,4,3,1,4,3,0
20,1,0,1,0,1,0,0,0,0,0,1,2,3,5,1,4,4,5,0
26,1,0,6,0,0,0,0,1,0,0,5,4,1,3,5,5,5,2,1
24,0,1,2,0,0,0,0,0,0,1,1,1,1,1,1,4,5,4,0
21,0,1,5,1,0,0,0,0,0,0,2,3,5,2,4,3,2,3,0
27,1,0,1,0,0,0,0,0,1,0,2,4,3,2,4,5,4,4,1
22,0,1,5,0,0,0,0,0,1,0,5,4,5,5,5,2,3,2,0
19,1,0,4,0,0,1,0,0,0,0,5,3,3,5,3,3,2,3,1
28,1,0,5,0,0,0,0,1,0,0,5,1,1,1,5,1,2,5,0
25,0,1,3,0,0,0,0,0,1,0,5,5,3,3,3,4,2,5,1
21,0,1,3,0,0,0,0,0,0,1,5,3,5,5,1,5,4,3,1
26,1,0,5,1,0,0,0,0,0,0,2,2,1,2,2,3,3,4,0
22,0,1,3,1,0,0,0,0,0,0,1,2,4,1,2,2,3,5,0
26,1,0,4,0,0,0,0,0,1,0,1,2,1,4,4,5,2,3,0
21,0,1,2,0,1,0,0,0,0,0,2,1,4,1,5,4,3,4,0
27,1,0,3,0,0,0,0,1,0,0,2,2,4,5,2,2,3,4,0
22,0,1,3,1,0,0,0,0,0,0,2,5,1,4,3,2,5,4,1
26,1,0,5,0,0,0,0,0,1,0,5,5,3,4,2,3,2,1,1
25,0,1,4,1,0,0,0,0,0,0,5,1,5,3,2,2,3,4,1
20,1,0,2,0,0,0,0,0,1,0,1,1,2,2,2,3,4,1,0
18,0,1,5,0,0,0,0,1,0,0,5,3,1,4,3,1,3,1,0
20,1,0,5,0,0,0,0,0,1,0,1,4,5,4,1,3,4,5,1
21,1,0,6,0,0,1,0,0,0,0,1,4,4,4,4,3,5,5,1
19,0,1,4,0,0,0,0,0,1,0,1,2,3,1,1,4,2,2,0
18,0,1,2,0,0,0,0,0,1,0,3,2,1,2,2,5,1,2,0
24,0,1,4,0,0,0,0,0,0,1,2,4,2,2,5,1,3,1,1
25,1,0,2,0,0,0,0,1,0,0,4,1,2,4,1,4,3,1,0
24,1,0,4,0,0,0,0,0,0,1,2,4,5,4,5,2,3,5,1
22,1,0,5,0,0,0,0,0,1,0,3,4,2,5,4,1,4,3,0
29,0,1,5,0,0,0,0,1,0,0,2,2,4,1,3,4,4,2,0
18,0,1,1,0,0,1,0,0,0,0,3,1,2,4,2,2,5,2,0
24,1,0,3,0,0,0,0,1,0,0,2,3,2,1,4,3,2,1,0
24,1,0,6,1,0,0,0,0,0,0,4,3,1,2,5,5,3,1,1
26,1,0,4,0,0,0,0,0,0,1,4,1,5,3,2,1,5,4,1
20,0,1,6,0,0,0,0,1,0,0,3,2,1,4,2,5,5,4,1
26,1,0,1,0,0,1,0,0,0,0,5,3,4,5,1,5,3,2,1
18,0,1,3,0,0,0,1,0,0,0,2,5,2,5,3,2,1,5,0
18,0,1,4,0,0,0,0,0,1,0,2,3,3,1,3,3,2,5,0
21,1,0,2,0,0,0,0,1,0,0,4,3,3,4,3,2,2,4,0
26,1,0,3,0,0,0,0,0,1,0,3,3,5,3,2,1,1,1,0
23,1,0,5,0,1,0,0,0,0,0,1,3,3,5,3,1,4,4,0
28,0,1,1,1,0,0,0,0,0,0,2,2,3,4,1,1,1,3,0
20,0,1,3,0,0,0,0,0,0,1,3,5,1,1,3,3,5,5,1
18,1,0,3,1,0,0,0,0,0,0,2,4,1,1,5,5,2,4,1
21,1,0,5,0,1,0,0,0,0,0,2,4,1,2,5,2,2,1,0
29,0,1,4,0,1,0,0,0,0,0,5,5,3,3,3,1,2,5,0
26,0,1,2,0,0,0,0,0,0,1,5,2,5,2,1,1,1,2,0
20,0,1,5,0,0,0,0,1,0,0,2,4,5,5,4,4,1,4,1
29,1,0,2,0,1,0,0,0,0,0,2,3,2,4,5,2,5,2,0
26,0,1,4,0,0,0,1,0,0,0,5,2,5,3,1,2,3,1,0
24,0,1,3,0,0,0,0,0,1,0,2,3,3,3,4,5,1,5,1
29,0,1,2,0,0,0,0,0,1,0,5,5,3,5,4,2,3,1,1
21,0,1,1,0,0,1,0,0,0,0,2,2,2,5,5,3,5,5,0
20,0,1,1,0,1,0,0,0,0,0,5,3,3,4,4,4,4,2,1
27,1,0,5,0,1,0,0,0,0,0,2,4,4,1,2,1,1,5,0
22,0,1,4,0,0,0,1,0,0,0,3,2,4,4,3,2,4,4,1
22,1,0,5,1,0,0,0,0,0,0,5,1,4,2,3,5,2,5,1
20,0,1,5,1,0,0,0,0,0,0,1,4,2,3,1,1,5,1,0
29,1,0,6,0,0,0,0,0,1,0,2,5,1,3,2,3,3,5,0
26,1,0,5,0,0,0,0,0,1,0,4,5,2,2,5,4,5,2,1
21,1,0,6,0,0,0,0,1,0,0,4,2,4,4,5,5,5,4,1
28,1,0,1,0,0,0,0,0,0,1,4,2,3,5,2,2,1,5,0
22,0,1,1,0,0,0,1,0,0,0,2,1,5,4,1,4,3,3,1
21,0,1,5,0,0,0,0,0,0,1,3,3,2,3,2,2,5,2,0
22,1,0,1,0,0,0,0,0,0,1,2,3,2,4,3,1,3,2,0
24,1,0,4,0,0,1,0,0,0,0,4,3,4,1,1,5,5,3,1
26,1,0,6,0,0,0,0,0,0,1,5,4,5,4,5,5,5,2,1
24,1,0,6,0,0,1,0,0,0,0,2,5,4,3,1,2,5,1,0
22,1,0,5,0,0,0,0,0,0,1,2,3,4,5,3,2,5,1,0
27,0,1,1,0,0,0,1,0,0,0,4,2,4,5,3,4,1,2,0
27,0,1,2,0,0,1,0,0,0,0,1,4,3,3,1,5,5,3,0
24,1,0,6,1,0,0,0,0,0,0,1,1,1,4,5,5,4,2,0
27,1,0,5,0,0,1,0,0,0,0,4,1,4,1,3,1,5,4,0
22,0,1,5,0,0,1,0,0,0,0,1,2,3,2,2,2,3,3,0
20,1,0,4,0,0,0,1,0,0,0,3,3,2,5,5,3,4,1,0
24,0,1,3,0,0,0,1,0,0,0,4,4,4,5,1,4,3,5,0
28,1,0,3,0,0,1,0,0,0,0,3,3,4,3,1,3,4,3,1
28,0,1,6,0,1,0,0,0,0,0,5,5,5,2,5,5,2,5,1
19,0,1,4,0,0,0,1,0,0,0,4,5,5,2,4,3,1,4,1
29,1,0,4,0,0,0,0,1,0,0,3,4,3,3,4,2,4,4,1
26,0,1,4,0,0,0,0,1,0,0,3,1,3,5,4,4,2,3,0
27,1,0,6,1,0,0,0,0,0,0,2,4,3,3,5,5,1,5,1
27,1,0,3,0,0,0,0,0,0,1,3,5,1,4,5,3,4,3,1
29,1,0,4,0,0,1,0,0,0,0,4,3,5,5,1,4,1,2,1
18,0,1,1,0,1,0,0,0,0,0,5,4,1,1,2,1,3,5,0
23,0,1,5,1,0,0,0,0,0,0,1,1,2,3,1,5,5,1,1
24,0,1,5,0,0,1,0,0,0,0,3,5,5,3,3,1,4,2,0
25,1,0,2,0,0,0,1,0,0,0,4,4,5,3,5,2,1,2,1
27,1,0,2,0,0,0,0,1,0,0,5,5,5,5,4,1,4,5,1
26,1,0,6,0,0,0,0,0,1,0,3,4,5,5,1,2,4,4,0
19,1,0,6,0,1,0,0,0,0,0,4,5,1,5,5,3,1,4,1
28,1,0,5,0,0,0,0,0,1,0,2,4,5,1,1,1,3,4,0
27,1,0,1,0,0,0,0,1,0,0,3,2,5,3,3,5,1,5,0
19,0,1,3,0,0,0,0,0,0,1,4,5,1,5,3,2,3,2,0
22,1,0,3,0,0,0,0,0,0,1,5,4,5,1,5,2,3,4,1
22,0,1,6,0,0,0,0,0,1,0,5,5,3,4,5,5,2,2,1
23,1,0,1,0,0,0,1,0,0,0,1,3,4,5,5,1,5,3,0
20,1,0,6,0,0,1,0,0,0,0,1,3,1,5,1,2,4,5,0
25,1,0,3,0,0,0,1,0,0,0,4,5,4,2,4,1,4,5,1
18,0,1,6,0,0,0,0,0,1,0,3,4,4,4,5,4,5,5,1
23,0,1,4,0,0,0,1,0,0,0,3,1,5,2,4,2,4,3,1
21,0,1,6,0,0,0,0,1,0,0,5,1,5,4,1,5,1,4,1
18,0,1,5,0,1,0,0,0,0,0,3,3,5,2,4,5,5,3,1
24,0,1,6,0,0,0,1,0,0,0,1,4,1,4,2,3,2,5,0
26,1,0,5,0,0,0,0,1,0,0,3,5,2,4,5,1,4,4,0
21,1,0,1,0,1,0,0,0,0,0,2,2,3,3,1,4,1,1,0
21,0,1,3,0,0,0,0,0,0,1,2,1,1,5,3,3,4,3,0
23,0,1,2,0,0,1,0,0,0,0,4,5,3,5,3,3,5,1,1
29,0,1,2,0,0,0,0,0,1,0,1,1,1,3,2,5,2,2,0
20,1,0,3,0,0,0,0,0,0,1,4,1,3,1,1,2,4,1,0
29,1,0,2,0,0,1,0,0,0,0,5,5,1,2,2,3,4,2,1
23,1,0,6,0,0,0,0,0,0,1,3,5,5,5,1,4,3,4,1
24,1,0,1,1,0,0,0,0,0,0,1,3,3,2,4,4,2,5,0
28,1,0,1,0,0,0,0,0,0,1,1,4,2,3,2,5,1,5,0
27,1,0,3,0,0,0,0,1,0,0,3,3,3,3,2,3,3,2,1
27,0,1,2,0,1,0,0,0,0,0,3,5,5,4,5,1,1,1,1
20,1,0,6,0,0,0,0,0,0,1,2,5,1,4,2,4,5,3,1
24,0,1,1,0,0,0,1,0,0,0,4,3,2,4,4,2,2,1,0
20,1,0,1,0,0,1,0,0,0,0,5,4,4,2,2,5,2,3,1
19,0,1,4,0,0,0,0,0,0,1,3,3,3,5,4,3,2,3,0
29,1,0,4,0,1,0,0,0,0,0,5,2,3,4,2,2,4,2,1
27,1,0,1,0,0,0,0,1,0,0,3,2,3,4,1,4,3,5,0
21,1,0,3,1,0,0,0,0,0,0,4,5,5,3,3,1,2,4,0
29,1,0,5,0,0,1,0,0,0,0,3,4,5,2,1,4,2,1,0
25,0,1,5,0,0,0,0,0,1,0,4,2,3,4,2,1,2,3,0
