information_need,canonical_query,candidate_type,candidate_rank,chunk_id,corpus_id,occupation_name,title,page_number,knowledge_domain,distance,expected_corpus_id,expected_occupation_name,relevant,notes,text
state_university_admission,What are the minimum requirements for admission to Sri Lankan state universities?,global_top15,7,C005_P99_CH01,C005,,University Admissions Handbook 2025/2026,99,Education and training pathways,0.3202,C005,,,,"- 92 -ACADEMIC YEAR 2025/2026 UNIVERSITY GRANTS COMMISSION
2.2.8.12 Management and Information Technology (SEUSL)
 (Course Code - 079)
 (Proposed Intake - 170)
Minimum eligibility requirements for admission : 
At least ‘S’ grades in any three subjects at the G.C.E. (Advanced Level) Examination.
This degree programme has combined course units of Management and Information 
Technology.
 Degree Programme : Bachelor of Science in Management and Information 
 Technology (B.Sc. in MIT)
 Available University : South Eastern University of Sri Lanka
 Duration : 03 years
2.2.8.13 Science and Technology
 (Course Code - 064)
 (Proposed Intake - 107)
Minimum eligibility requirements for admission : 
At least ‘S’ grades in Biology, Chemistry and the third subject from the following subjects 
at the G.C.E. (Advanced Level) Examination;
  Agricultural Science 
  Higher Mathematics 
  Mathematics
  Combined Mathematics
  Physics
 or
At least ‘S’ grades in following three subjects at the G.C.E. (Advanced Level) Examination 
and the three subjects must include;
1. Combined Mathematics or Higher Mathematics
 and
2. Chemistry or Physics
 and
3. The third subject from the list given below;
  Agricultural Science 
  Combined Mathematics 
  Biology
  Higher Mathematics 
  Chemistry 
  Physics
 Degree Programme : Bachelor of Science Honours in Science & Technology
 [BScHons (Science Tec)]
 Available University : Uva Wellassa University of Sri Lanka
 Duration : 04 years
  Medium : English"
state_university_admission,What are the minimum requirements for admission to Sri Lankan state universities?,global_top15,8,C005_P63_CH01,C005,,University Admissions Handbook 2025/2026,63,Education and training pathways,0.322,C005,,,,"- 56 -ACADEMIC YEAR 2025/2026 UNIVERSITY GRANTS COMMISSION
2.2.3.15 A pplied Sciences (Biological Science)
 (Course Code - 007)
 (Proposed Intake - 425)
Minimum eligibility requirements for admission :
At least ‘S’ grades in Biology, Chemistry and the third subject from the following subjects 
at the G.C.E. (Advanced Level) Examination;
  Agricultural Science 
  Higher Mathematics 
  Mathematics
  Combined Mathematics
  Physics
Names of the Universities and the degree programmes offered by them are given below:
 
Sabaragamuwa University of Sri Lanka
 Bachelor of Science (Applied Sciences) in Environmental Sciences and Natural 
 Resources Management
 Duration: 03 years
 Bachelor of Science (Applied Sciences) Honours in Environmental Sciences 
 and Natural Resources Management
 Duration: 04 years
Rajarata University of Sri Lanka
  Bachelor of Science in Applied Sciences 
 Duration: 03 years
  Bachelor of Science Honours in Applied Sciences
 Duration: 04 years
  Bachelor of Science (Joint Major) in Applied Sciences
 Duration: 04 years
  Bachelor of Science Honours in Applied Biology
 Duration: 04 years
  Bachelor of Science Honours in Chemistry
 Duration: 04 years
University of Vavuniya, Sri Lanka
 Bachelor of Science in Environmental Science 
 Duration: 03 years
 Bachelor of Science Honours in Environmental Science
 Duration: 04 years"
state_university_admission,What are the minimum requirements for admission to Sri Lankan state universities?,global_top15,9,C005_P115_CH01,C005,,University Admissions Handbook 2025/2026,115,Education and training pathways,0.3223,C005,,,,"- 108 -ACADEMIC YEAR 2025/2026 UNIVERSITY GRANTS COMMISSION
2.2.8.40 Plantation Management and Technology
 (Course Code - 135)
 (Proposed Intake - 216)
Minimum eligibility requirements for admission :
At least three ‘S’ grades for one of the following combinations of subjects at the G.C.E. 
(Advanced Level) Examination;
 (1). Biology, Chemistry, Physics or Agricultural Science 
 (2). Combined Mathematics, Chemistry, Physics
 Degree Programme : Bachelor of Science Honours in Plantation Management 
 and Technology
 [BScHons (Plantation Mgt & Tech)]
 Available University : Uva Wellassa University of Sri Lanka
 Duration : 04 years
 Medium : English
2.2.8.41 Primary Education
 (Course Code - 137)
 (Proposed Intake - 125)
Minimum eligibility requirements for admission :
At least ‘S’ grades in any three subjects at the G.C.E. (Advanced Level) Examination.
  Degree Programme : Bachelor of Education Honours in Primary Education
 [BEdHons (Prim Ed)]
  Available University : University of Colombo
 
  Duration : 04 years
  Medium : Sinhala 
 
In addition to that, candidates must fulfill the following requirements at the G.C.E. 
(Ordinary Level) Examination.
 (i) At least a Credit Pass (C) in Sinhala Language & Lit.
 (ii) At least a Credit Pass (C) in Mathematics 
 (iii) At least a Credit Pass (C) in Science 
 (iv) At least an Ordinary Pass (S) in English
Candidates are required to submit the duly certified copy of the original G.C.E. (Ordinary 
Level) Examination certificate confirming the above grades along with the application 
for university admission. Failure to submit it will result in rejection of the application for 
the course of study in Primary Education."
state_university_admission,What are the minimum requirements for admission to Sri Lankan state universities?,global_top15,10,C005_P61_CH01,C005,,University Admissions Handbook 2025/2026,61,Education and training pathways,0.3266,C005,,,,"- 54 -ACADEMIC YEAR 2025/2026 UNIVERSITY GRANTS COMMISSION
2.2.3.10 Food Science & Technology
 (Course Code - 035)
 (Proposed Intake - 220)
Minimum eligibility requirements for admission :
At least three ‘S’ grades in Chemistry, Physics and Biology at the G.C.E. (Advanced Level) 
Examination.
  Degree Programme : Bachelor of Science Honours in Food Science & 
 Technology
  Available Universities : University of Peradeniya
 Sabaragamuwa University of Sri Lanka
 University of Sri Jayewardenepura
 
  Duration : 04 years
2.2.3.11 Ayurveda Medicine and Surgery
 (Course Code - 032)
 (Proposed Intake- 383) 
Minimum eligibility requirements for admission :
At least three ‘S’ grades in Chemistry, Physics and Biology at the G.C.E. (Advanced Level) 
Examination.
  Degree Programme : Bachelor of Ayurveda Medicine and Surgery (B.A.M.S.)
  Available Universities : University of Colombo
 Gampaha Wickramarachchi University of Indigenous 
 Medicine, Sri Lanka
  Duration : 05 y ears 
  Medium : English
2.2.3.12 Unani Medicine and Surgery
 (Course Code - 033)
 (Proposed Intake - 89) 
Minimum eligibility requirements for admission :
At least three ‘S’ grades in Chemistry, Physics and Biology at the G.C.E. (Advanced Level) 
Examination.
  Degree Programme : Bachelor of Unani Medicine and Surgery (B.U.M.S.) 
 
  Available University : University of Colombo 
 
  Duration : 05 years
 
  Medium : English"
state_university_admission,What are the minimum requirements for admission to Sri Lankan state universities?,global_top15,11,C005_P106_CH01,C005,,University Admissions Handbook 2025/2026,106,Education and training pathways,0.3293,C005,,,,"- 99 -ACADEMIC YEAR 2025/2026 UNIVERSITY GRANTS COMMISSION
 2.2.8.23 Touri sm & Hospitality Management
 (Course Code - 092)
 (Proposed Intake - 181)
Minimum eligibility requirements for admission : 
At least three ‘S’ grades for one of the following combinations of subjects at the G.C.E. 
(Advanced Level) Examination;
(i) Any three subjects in the Commerce, Biological Science and Physical Science 
 Streams
(ii) At least one of the following subjects and any other two subjects in the Arts Stream 
selected according to the conditions specified in the Section 2.2.1.1 of this handbook. 
  Economics
  Geography
  Business Statistics
  Degree Programmes & : Bachelor of Science Honours in Tourism Management 
 Available Universities Bachelor of Science Honours in Hospitality Management 
 Sabaragamuwa University of Sri Lanka
 Bachelor of Science Honours in Tourism Management 
 Bachelor of Science Honours in Tourism & Hospitality 
 Management
 Rajarata University of Sri Lanka
 
  Duration : 04 years 
  Medium : English
2.2.8.24 I nformation Systems
 (Course Code - 096)
 (Proposed Intake - 350)
Minimum eligibility requirements for admission : 
At least a ‘C’ grade in Combined Mathematics or Physics or Information & Communication 
Technology at the G.C.E. (Advanced Level) Examination;
 and
‘S’ grades for any other two subjects available at the G.C.E. (Advanced Level) Examination.
In addition to that, candidates should have satisfied the following requirements at the 
G.C.E. (Ordinary Level) Examination;
 (i) At least a Credit Pass (C) in English 
 (ii) At least a Credit Pass (C) in Mathematics 
 Degree Programmes & : Bachelor of Science in Information Systems
 Available Institutions University of Colombo School of Computing (UCSC) 
 Duration : 03 years
 Bachelor of Computing Honours in Information Systems
 [BCompHons (Inf Sys)]
 University of Sri Jayewardenepura
 Duration : 04 years"
state_university_admission,What are the minimum requirements for admission to Sri Lankan state universities?,global_top15,12,C005_P114_CH01,C005,,University Admissions Handbook 2025/2026,114,Education and training pathways,0.3318,C005,,,,"- 107 -ACADEMIC YEAR 2025/2026 UNIVERSITY GRANTS COMMISSION
  Duration : 04 years
  Medium : English
2.2.8.38 English Language & Applied Linguistics
 (Course Code - 132)
 (Proposed Intake - 50)
Minimum eligibility requirements for admission :
At least ‘S’ grades in any three subjects at the G.C.E. (Advanced Level) Examination.
 Degree Programme : Bachel or of Arts Honours in English Language & 
 Applied Linguistics
 [BAHons (English Lang & App Ling)]
 Available University : Uva Wellassa University of Sri Lanka 
 
 Duration : 04 years
 Medium : English
In addition to that, candidates must fulfill the following requirements at the G.C.E. 
(Ordinary Level) Examination.
 (i) At least a Credit Pass (C) in English 
 (ii) At least a Credit Pass (C) in Mathematics 
Candidates are required to submit the duly certified copy of the original G.C.E. (Ordinary 
Level) Examination certificate confirming the above grades along with the application 
for university admission. Failure to submit it will result in rejection of the application for 
the course of study in English Language & Applied Linguistics.
2.2.8.39 Creative Music Technology and Production
 (Course Code - 134)
 (Proposed Intake - 50)
Minimum eligibility requirements for admission :
At least ‘S’ grades in any three subjects at the G.C.E. (Advanced Level) Examination.
 Degree Programme : Bachelor of Arts Honours in Creative Music 
 Technology and Production
 [BAHons (Crtv Mus Tech & Prod)]
 Available University : University of Sri Jayewardenepura 
 
 Duration : 04 years
 Medium : Sinhala / English"
state_university_admission,What are the minimum requirements for admission to Sri Lankan state universities?,global_top15,13,C005_P92_CH01,C005,,University Admissions Handbook 2025/2026,92,Education and training pathways,0.3329,C005,,,,"- 85 -ACADEMIC YEAR 2025/2026 UNIVERSITY GRANTS COMMISSION
2.2.8.4 Surveying Science
 (Course Code - 014)
 (Proposed Intake - 165)
Minimum eligibility requirements for admission : 
At least ‘S’ grades in Physics, Combined Mathematics and in any other subject available 
at the G.C.E. (Advanced Level) Examination.
  Degree Programme : Bachelor of Science in Surveying Science
  Available University : Sabaragamuwa University of Sri Lanka
  Duration : 04 years
2.2.8.5 Urban Informatics and Planning
 (Course Code - 030)
 (Proposed Intake - 88)
Minimum eligibility requirements for admission : 
I A t least Ordinary Passes (S) in three subjects from the following subjects at the G.C.E. 
(Advanced Level) Examination.
  Combined Mathematics 
  Chemistry 
  Physics 
  Biology
 or
II One or two subject/s from the above and the other subject/ subjects from the following 
 subjects.
  Accounting  Geography 
  Agricultural Science  Higher Mathematics 
  Business Studies  Logic & Scientific Methods
  Business Statistics  Mathematics
  Information & Communication  Biosystems Technology
 Technology  Science for Technology 
  Economics  Engineering Technology
  Political Science
In addition to that, candidates should have satisfied the following requirements at the G.C.E. 
(Ordinary Level) Examination;
 (a) At least a Very Good Pass (B) in English 
 (b) At least a Credit Pass (C) in Mathematics
  Degree Programme : Bachelor of Science Honours in Urban Informatics and Planning
 [BScHons (Urb Informatics & Plan)]
 
  Available University : University of Moratuwa
  Duration : 04 years"
state_university_admission,What are the minimum requirements for admission to Sri Lankan state universities?,global_top15,14,C005_P53_CH01,C005,,University Admissions Handbook 2025/2026,53,Education and training pathways,0.3331,C005,,,,"- 46 -ACADEMIC YEAR 2025/2026 UNIVERSITY GRANTS COMMISSION
Sabaragamuwa University of Sri Lanka 
 Bachelor of Science Honours in Business Management
 Bachelor of Science Honours in Financial Management
 Bachelor of Science Honours in Marketing Management
 Bachelor of Science Honours in Eco Business Management
 Bachelor of Science Honours in Banking & Insurance
University of Peradeniya
 Bachelor of Business Administration Honours in Human Resource Management 
 Bachelor of Business Administration Honours in Marketing Management 
  Bachelor of Business Administration Honours in Operations Management 
  Bachelor of Business Administration Honours in Accounting and Finance
  Bachelor of Business Administration Honours in Organizational Management
2.2.2.5 Manag ement Studies (TV) 
 (Course Code - 022)
 (Proposed Intake - 462)
Candidates who have satisfied the minimum requirements for admission having offered any 
three subjects at the G.C.E. (Advanced Level) Examination are eligible to seek admission 
to follow a degree course in Management Studies (TV) at one of the following Institutions.
 1. University of Vavuniya, Sri Lanka 
 2. Trincomalee Campus of the Eastern University, Sri Lanka
However, when selecting students, it will be ensured that at least 60% of the intake to the 
University of Vavuniya, Sri Lanka and at least 40% of the intake to the Trincomalee Campus 
of the Eastern University, Sri Lanka will be from the students in the Commerce Stream. 
Students admitted to a three year degree programme may proceed to the fourth year if they 
so desire and satisfy the requirements of the University. In the fourth year students will be 
offered extra modules of courses relevant to the areas of specialization as determined by 
the Faculty/Senate of the University. 
 
Names of the universities and the degree programmes available:
 
University of Vavuniya, Sri Lanka
  Bachelor of Business Management 
  Bachelor of Business Management Honours in Accounting & Finance
  Bachelor of Business Management Honours in Marketing Management
  Bachelor of Business Management Honours in Business Economics
  Bachelor of Business Management Honours in Human Resource Management
  Bachelor of Business Management Honours in Entrepreneurship 
 Trincomalee Campus of the Eastern University, Sri Lanka
  Bachelor of Science Honours in Management
  Bachelor of Science Honours in Marketing Management
  Bachelor of Science Honours in Human Resource Management
  Bachelor of Science Honours in Information Systems
  Bachelor of Science Honours in Accounting and Finance
  Bachelor of Science in Management"
state_university_admission,What are the minimum requirements for admission to Sri Lankan state universities?,global_top15,15,C005_P182_CH03,C005,,University Admissions Handbook 2025/2026,182,Education and training pathways,0.3351,C005,,,,"1.7556 1.7360 1.3768 0.7841 0.7971 0.8679 0.8568 0.7971 1.2552 1.5138 1.4957 1.4280 1.6789 UNIVERSITY ADMISSION - ACADEMIC YEAR 2024/2025 [Based on the results of the G.C.E. (Advanced Level) Examination 2024 (after re- scrutiny)] Minimum ""Z"" Scores for selection to various Courses of Study of Universities, in respect of each district COURSE DISTRICT COURSE OF STUDY DISTRICT COURSE DISTRICT * Selection 100% on an all Island Merit Basis # Courses of Study for which the subject oriented Practical Tests / Aptitude Tests were conducted. NQC - No Qualified Candidates. This may be due to the following reasons. 1. District quota for a given course of study in a given district has already been filled by the students of that district. 2. Number of places in a given course of study in a given university has already been filled by the students with higher Z -scores from other districts. 3. No candidates who have satisfied the minimum requirements for admission for a given course of study from that district. Note : Certain courses of study are not conducted in all three languages. Therefore some students may not get selected to such cours es of study in some universities, even though they have obtained the minimum Z-score required to get selected. COLOMBO GAMPAHA KALUTARA MATALE KANDY NUWARA ELIYA GALLE MATARA HAMBANTOTA JAFFNA KILINOCHCHI MANNAR MULLAITIVU VAVUNIYA TRINCOMALEE BATTICALOA AMPARA PUTTALAM KURUNEGALA ANURADHAPURA POLONNARUWA BADULLA MONARAGALA KEGALLE RATNAPURA COURSE DISTRICT COURSE OF STUDY DISTRICT COURSE DISTRICT BIOLOGICAL SCIENCE (University of Peradeniya) BIOLOGICAL SCIENCE (University of Sri Jayewardenepura) BIOLOGICAL SCIENCE (University of Kelaniya) BIOLOGICAL SCIENCE (University of Jaffna) BIOLOGICAL SCIENCE (University of Ruhuna) BIOLOGICAL SCIENCE (Eastern University, Sri Lanka) BIOLOGICAL SCIENCE (South Eastern University of Sri Lanka) APPLIED SCIENCES (BIO.SC) (Rajarata University of Sri Lanka) APPLIED SCIENCES (BIO.SC) (Sabaragamuwa University of Sri Lanka) APPLIED SCIENCES (BIO.SC) (University of Vavuniya, Sri Lanka) ENGINEERING (University of Peradeniya) ENGINEERING (University of Sri Jayewardenepura) ENGINEERING (University of Jaffna) ENGINEERING (University of Ruhuna) ENGINEERING (University of Moratuwa) ENGINEERING (South Eastern University of Sri Lanka) ENGINEERING (EM) (University of Moratuwa) ENGINEERING (TM) (University of Moratuwa) QUANTITY SURVEYING (University of Moratuwa) COMPUTER SCIENCE (University of Colombo School of Computing) COMPUTER SCIENCE (University of Sri Jayewardenepura) COMPUTER SCIENCE (University of Kelaniya) COMPUTER SCIENCE (University of Jaffna) COMPUTER SCIENCE (University of Ruhuna) COMPUTER SCIENCE (Trincomalee Campus, Eastern University, Sri Lanka) PHYSICAL SCIENCE (University of Colombo) PHYSICAL SCIENCE (University of Peradeniya) 1.5223 1.4661 1.4074 1.3405 1.3291 NQC NQC 1.0659 1.0475 0.9798 1.8993 1.8173 NQC 1.7896 2.0708 NQC 1.6128 1.6254 1.4540 1.6607 1.5804 1.5846 1.3958 1.4176 NQC 1.4027 1.2890 1.5237 1.4683 1.4075 1.1314 1.2994 0.9855 0.8145 1.0824 1.0990 0.7099 1.9004 1.8238 1.5419 1.6191 2.0715 NQC 1.5230 1.5573 1.4383 1.6646 1.5831 1.6109 1.1987 1.4118 1.1877 1.4028 1.2924 1.5306 1.4672 1.4108 1.3636 1.3042 NQC NQC 1.0824 1.0861 NQC 1.8993 1.8256 NQC 1.7439 2.0778 NQC 1.6372 1.6217 1.4837 1.6729 1.5816 1.5755 NQC 1.4253 NQC 1.4071 1.2942 1.5303 1.4677 1.4236 1.1434 1.2923 1.0242 0.9715 1.0775 NQC 0.9710 1.9395 NQC 1.3550 1.6413 2.1285 1.2830 1.5485 1.3858 1.2600 NQC NQC NQC NQC"
cv_skills,How should I show my skills and experience in a CV?,global_top15,1,C006_P75_CH01,C006,,How to Support a Jobseeker?,75,Career preparation,0.3493,C006,,,,"highlighting the elements of the profile and experience that best correspond. To do this, they will 
draw upon the “bank of arguments” that they prepared earlier. 
 9 Skills: Given the rapid evolution of professions, most employers are more interested in skills than 
in diplomas. This has an impact on the form and content of the CV. These days it is more important 
to highlight the skills acquired and applied during the various professional experiences, giving 
concrete and convincing data if possible: achievements, results and so on.
 9 The cover letter: this complements the CV to help convince the recruiter to shortlist the 
application for an interview. It should not be duplicated. First of all, the candidate must show 
that they know the company, its activity, its projects and so on, and that they have understood 
the employer’s needs regarding the position to be filled. Then they will present the most relevant 
elements of their profile. 
Preparing for the interview 
As a counsellor, you will sometimes be contacted in a hurry by a jobseeker whom you are supporting, 
informing you that they have just been called for a first job interview and asking for your advice. Ideally, you 
should have been able to anticipate this situation. It is indeed important that the candidate understands the 
rules of a recruitment interview, can prepare the main questions (see list in the guide) and ideally role play. 
As a counsellor, you can organize regular mock interview exercises with the people you support, alternating 
between the roles of recruiter and candidate. 
Some tips for the candidate: 
 X Understand the position to be filled:
 X Before sending your application (CV+letter), analyse the job 
offer. Take it back and deepen your understanding of the offer.
 X Make sure you can identify the recruiter’s expectations
 X Be prepared to show the recruiter that you understand the 
position to be filled.
 X Find out more about the company:
 X Sources: Internet, press, company employees and so on 
 X In particular, be sure to explore the company’s website and 
social networks (LinkedIn, Viadeo, Facebook and Twitter)
 X The history of the company, the name of the director, activities, products, news, projects and so on.
 X Prepare questions to ask about the company at the end of the interview. 
 X Prepare your arguments
 X Reread the CV that you sent
 X For each of the employer’s expectations, prepare one or more answers based on your experience, 
with arguments, figures, results and so on.
 X Practise your interview:
66
How to support a jobseeker?
Handbook for employment and career development counsellors"
cv_skills,How should I show my skills and experience in a CV?,global_top15,2,C006_P74_CH01,C006,,How to Support a Jobseeker?,74,Career preparation,0.3538,C006,,,,"stage of the process. To convince an employer, you must first of all identify what you can offer and be 
prepared to argue on your own profile. 
Professional 
experience Qualities Results Languages
Skills Initial training Software Publications
Permits
Personal 
and social 
experiences
Continuing 
education
Interpersonal 
skills
Knowledge Achievements Diplomas Leisure ...
You will then lead the jobseeker to question their motivation. It is important that they are clear about 
their expectations in their job search, in order to target companies, prioritize job offers and prepare for 
interviews. A table is provided in the guide to help them identify their main expectations. 
 X Job search tools and techniques (pages 5–15 of the guide)
This is often “the tip of the iceberg”. Indeed, the jobseeker tends to think that preparing a CV, or even an 
application letter, is enough to conduct a successful search. Your role will be to assist in the preparation 
of these tools, while guiding them on how to use them effectively, through the following chapters. 
The CV and cover letter
Different countries have different job search practices and tools. You will therefore need to become an 
expert on the practices in your country, in order to best support jobseekers. 
In the guide you can read all of the tips and rules to follow when preparing a CV or a cover letter. Here we 
will focus on a few messages that you should take the time to explain to the jobseeker: 
 9 The CV is a communication medium that aims to capture the recruiter's attention in order to 
make them want to meet the person for an interview. Knowing that a recruiter spends between 
30 seconds and 2 minutes reading a CV, they must easily find the information that makes them 
think that the application is worthy of interest, in view of the position to be filled. 
 9 1 post = 1 CV: You should explain to the jobseeker that they cannot use the same CV for each 
application. Each time they apply for a job, they should create a new CV adapted to the profile 
of the position to be filled. This is the “mirror application” method. It is a matter of identifying 
the employer’s specific expectations in the job offer and then constructing a tailor-made CV, 
659. Support with jobseeking"
cv_skills,How should I show my skills and experience in a CV?,global_top15,3,C006_P73_CH01,C006,,How to Support a Jobseeker?,73,Career preparation,0.4139,C006,,,,"X How to organize my job search? A step-by-step guide for job seekers and those who support them A guide in the “Building my Future at Work” collection As an employment counsellor, your daily work will consist in providing support and guidance on job search techniques, tools and strategies. This is likely to be the main expectation of the people you interview. You must therefore acquire real expertise and fluency in these subjects. The use of job search tools is almost obligatory for any adult seeking paid employment. This often takes the form of a CV to apply in response to published vacancies, or the submission of unsolicited applications. But few jobseekers build a real structured job search strategy that could greatly increase the effectiveness of their actions. The role of the employment counsellor is therefore to guide them in learning how to search effectively for a job. On a day-to-day basis, you will need to be able to give occasional advice on the presentation of a CV, the wording of a letter, the use of an online job site and so on, but you will also need to be able to support a jobseeker in learning and implementing a complete job search process. You will have to guide your interviewee to prepare their arguments, build their tools, understand the job market, use the Internet and develop an effective search strategy that is suitable for their objective. The methodology described in this chapter is based on the practical guide already published by the ILO entitled “How to organize my job search?” https://www.ilo.org/global/topics/youth-employment/ publications/WCMS_829530/lang--en/index.htm This guide for jobseekers will also be your support tool. Download it for free in PDF format from the ILO website. In it, you will find details of the exercises listed below. You can also give a copy to the jobseeker you are accompanying, to use as an exercise book. The shelves of bookshops and specialized websites are full of books and advice on how to write a CV, an application letter or prepare for a job interview, but you will rarely find a complete search process. This guide provides a structured and comprehensive method for approaching the labour market effectively. It is freely inspired by the work of Arthur F. MILLS in Canada, as well as Dominique CLAVIER, Daniel POROT and Josette LAYEC in France. X My project - my profile (pages 1 to 4 of the guide) In the first interview with the jobseeker you should first make sure that they are ready to look for a job. That is, they have a clear career plan and are immediately employable in this profession. If not, they will have to reflect on their project or take training. Often, the jobseeker will want to go straight into constructing a CV or application letter. Before doing so, it is important that they take time to sketch out their own professional portrait and prepare content that can be used in their tools. Clarify the elements of my profile: Guide"
cv_skills,How should I show my skills and experience in a CV?,global_top15,4,C006_P73_CH02,C006,,How to Support a Jobseeker?,73,Career preparation,0.4148,C006,,,,"they have a clear career plan and are immediately employable in this profession. If not, they will have to reflect on their project or take training. Often, the jobseeker will want to go straight into constructing a CV or application letter. Before doing so, it is important that they take time to sketch out their own professional portrait and prepare content that can be used in their tools. Clarify the elements of my profile: Guide the jobseeker to list, describe and write all the “bricks” making up their profile (see categories in the “wall” below). This will enable them to prepare a “bank of arguments” that can be used at each 64 How to support a jobseeker? Handbook for employment and career development counsellors"
cv_skills,How should I show my skills and experience in a CV?,global_top15,5,C006_P64_CH01,C006,,How to Support a Jobseeker?,64,Career preparation,0.4172,C006,,,,"X Knowing myself better (pages 2 to 6 of the guide)
The individual reflects on their skills, areas of interest, expectations, values, constraints and so on; they 
thus sketch out their professional portrait. As a supporting counsellor, we propose that you adopt the 
following work sequences: 
Identifying skills: 
 X Explain the concept of skills: the capacity to perform a manual or mental activity acquired through 
learning and practice. The term “skills” is a general term used to refer to the knowledge, know-how 
and experience needed to perform a specific task or job. Thus, in our daily professional activity, we 
mobilize skills. Some are cross-cutting and apply to a number of professions or sectors; others are 
very specific.
 X Give examples and get the person to list as many skills as possible that they have been able to use 
in their personal and professional life, some of which will be transferable to their future profession. 
 X Explain the value of cross-cutting and behavioural skills, which are now favoured by employers. A 
list with definitions will help the person being supported to identify those that they have mastered. 
What is important for me: 
 X Get the person to describe their ideal working environment. This involves identifying preferences in 
terms of values, interests, environment and working conditions. An indicative, non-exhaustive list is 
proposed to facilitate reflection.
 X After listing, the person should be led to prioritize.
558. Support in choosing a profession"
cv_skills,How should I show my skills and experience in a CV?,global_top15,6,C007_P23_CH01,C007,,Guiding Youth Careers,23,Career preparation,0.4178,C006,,,,"22 
 
Part two 

The Greek aphorism “Know thyself” and Shakespeare’s 
(Hamlet) “To thine own self be true” are two very appropriate 
things to remember in job search. Self-knowledge is key to 
looking for and finding the right job. 
After jobseekers have learned to 
explain their past, they must then be 
guided through a process of 
assessing themselves. In this self-
assessment, jobseekers will identify 
key aspects of themselves that are 
most important for their potential 
employers to know. 
 
 These are: 
 
Skills, talents, abilities, competencies: What can you do? 
What are you capable of? 
 
Likes, interests, motivations, values: What will make you 
do your best? What drives you? 
 
Goals, dreams, ambitions : What do you aim for in life? 
What would you like to be? What would you like to do? 
What would you like to achieve? 
 
Best fit (preferred work conditions): What kind of career 
best suits you? In what kind of environment will you be 
most happy in? 
 
Basic Competencies (or core work skills) 
 
 There are many ways to know what competencies a person 
has and how good he/she is at each one."
cv_skills,How should I show my skills and experience in a CV?,global_top15,7,C007_P36_CH01,C007,,Guiding Youth Careers,36,Career preparation,0.4241,C006,,,,"35 
Example 
 
My name is _________ and I come from 
(place). I graduated in (year) from 
(school) with a degree in (field). Since 
graduation I worked in (organization) as 
a (position) where I was responsible for 
(main area/s of responsibility). My skills 
include (skills). I work best in (preferred 
work conditions). I am looking for a job 
in (areas) because (reasons). I believe I 
can contribute to your organization 
because (reasons). 
 
Making a summary statement 
 
A summary statement is a short (about 50-60 words) 
description of oneself which includes: 
who you are 
years of experience (if any) 
your field 
three major skills 
three major traits 
 
The aim of the summary statement is to provide the 
potential employer with a quick description of what a 
jobseeker can do and why it is worthwhile to get to know 
him/her. It may be the basis for deciding to call the jobseeker 
for an interview. It may determine why the reader will 
continue reading a resume or throw it in the trash bin."
cv_skills,How should I show my skills and experience in a CV?,global_top15,8,C002_P8_CH01,C002,,Guidelines for Portfolio Preparing,8,Career preparation,0.429,C006,,,,"Include Supporting Documents When Relevant
Personal Statement
A personal statement or career 
objective tailored to your goals.
Updated CV
An updated CV highlighting relevant 
experience and skills.
Academic Records
Academic transcripts or certificates if 
requested."
cv_skills,How should I show my skills and experience in a CV?,global_top15,9,C003_P79_CH01,C003,,NVQ Framework of Sri Lanka - Operations Manual 2021,79,Education and training pathways,0.4337,C006,,,,"CHAPTER 5
2021 MARCH
OPERATiONSOPERATiONS
MANUALMANUAL
criteria or benchmarks, such as National Competency Standards or learning outcomes. 
The purpose of the assessment is to determine whether or not a candidate can apply 
skills, knowledge and attitudes identified in national competency standards to the 
level of performance that is specified in the standards. 
Usually, a number of pieces of evidence are collected and submitted by a candidate 
to demonstrate how he / she can apply the skill, knowledge and attitudes. This is 
sometimes referred to as a “portfolio” or set of evidence which may include one or 
more of the following.
• Trainees’ progress record book
• Test and exam results
• Product/s produced
• Testimonials from work supervisors
• Evidence of successful completion of training courses
• Verified work experience
• The results of direct observation by an assessor
• Project reports, assignments carried out
• Photographs, video clips etc. 
• Certificates, awards, medals and other credentials
• Any other relevant authentic evidence which supports to qualification
in competency-based assessment, candidates are generally assessed as competent 
or not yet competent. Results are not expressed as a percentile, a grade or a score. 
The four guiding principles of competency-based assessment are validity, reliability, 
fairness and flexibility.
• An assessment process is said to be validvalid when the assessment measures 
only the skills, knowledge and attitudes identified in the national competency 
standard. 
68"
cv_skills,How should I show my skills and experience in a CV?,global_top15,10,C002_P4_CH01,C002,,Guidelines for Portfolio Preparing,4,Career preparation,0.4397,C006,,,,"Select Your Best Work 4 Quality Over Quantity
Showcase Your Strongest
Include 5 to 10 strongest projects or 
pieces that demonstrate your skills and 
versatility.
Demonstrate Variety
Showcase a variety of techniques, 
media, or problem-solving approaches.
Capture Attention Early
Start with your most impressive work 
to grab attention immediately."
